group_id,root,current_channel_index,raw_l1_sum,rejected_lower_scoring_candidates,parameters_before,parameters_removed,parameters_after,dependency_operation_count,step,reduction_percent
DG039,model.8.m.0.cv2.conv,39,19.17682456970215,24,1932643,258,1932385,5,1190,22.953921111283883
DG004,model.10.m.0.ffn.0.conv,148,19.19379425048828,24,1932385,258,1932127,4,1191,22.964207823483207
DG026,model.22.m.0.1.ffn.0.conv,44,19.199371337890625,24,1932127,258,1931869,4,1192,22.97449453568253
DG016,model.19.cv2.conv,83,19.21004867553711,24,1931869,1784,1930085,14,1193,23.045624359572425
DG026,model.22.m.0.1.ffn.0.conv,101,19.22629737854004,24,1930085,258,1929827,4,1194,23.05591107177175
DG026,model.22.m.0.1.ffn.0.conv,15,19.227516174316406,24,1929827,258,1929569,4,1195,23.066197783971067
DG026,model.22.m.0.1.ffn.0.conv,28,19.24346351623535,24,1929569,258,1929311,4,1196,23.07648449617039
DG038,model.8.m.0.cv1.conv,47,19.246286392211914,24,1929311,2566,1926745,15,1197,23.178793424478382
DG004,model.10.m.0.ffn.0.conv,177,19.249900817871094,24,1926745,258,1926487,4,1198,23.18908013667771
DG004,model.10.m.0.ffn.0.conv,215,19.250202178955078,24,1926487,258,1926229,4,1199,23.199366848877034
DG004,model.10.m.0.ffn.0.conv,132,19.25116539001465,24,1926229,258,1925971,4,1200,23.209653561076358
DG004,model.10.m.0.ffn.0.conv,224,19.253639221191406,24,1925971,258,1925713,4,1201,23.219940273275686
DG039,model.8.m.0.cv2.conv,41,19.254119873046875,24,1925713,258,1925455,5,1202,23.230226985475
DG026,model.22.m.0.1.ffn.0.conv,4,19.26403045654297,24,1925455,258,1925197,4,1203,23.240513697674324
DG026,model.22.m.0.1.ffn.0.conv,77,19.26987075805664,24,1925197,258,1924939,4,1204,23.25080040987365
DG016,model.19.cv2.conv,99,19.272668838500977,24,1924939,1784,1923155,14,1205,23.321930233763545
DG004,model.10.m.0.ffn.0.conv,106,19.293441772460938,24,1923155,258,1922897,4,1206,23.33221694596287
DG026,model.22.m.0.1.ffn.0.conv,67,19.294124603271484,24,1922897,258,1922639,4,1207,23.342503658162183
DG026,model.22.m.0.1.ffn.0.conv,9,19.314529418945312,24,1922639,258,1922381,4,1208,23.35279037036151
DG026,model.22.m.0.1.ffn.0.conv,23,19.316905975341797,24,1922381,258,1922123,4,1209,23.363077082560835
DG026,model.22.m.0.1.ffn.0.conv,50,19.32082176208496,24,1922123,258,1921865,4,1210,23.37336379476016
DG026,model.22.m.0.1.ffn.0.conv,52,19.322126388549805,24,1921865,258,1921607,4,1211,23.383650506959476
DG026,model.22.m.0.1.ffn.0.conv,27,19.328445434570312,24,1921607,258,1921349,4,1212,23.3939372191588
DG039,model.8.m.0.cv2.conv,45,19.331541061401367,24,1921349,258,1921091,5,1213,23.404223931358125
DG026,model.22.m.0.1.ffn.0.conv,78,19.33346176147461,24,1921091,258,1920833,4,1214,23.414510643557453
DG004,model.10.m.0.ffn.0.conv,194,19.335182189941406,24,1920833,258,1920575,4,1215,23.424797355756766
DG004,model.10.m.0.ffn.0.conv,7,19.33617401123047,24,1920575,258,1920317,4,1216,23.43508406795609
DG016,model.19.cv2.conv,33,19.336212158203125,24,1920317,1784,1918533,14,1217,23.506213891845984
DG026,model.22.m.0.1.ffn.0.conv,28,19.340003967285156,24,1918533,258,1918275,4,1218,23.51650060404531
DG026,model.22.m.0.1.ffn.0.conv,14,19.340545654296875,24,1918275,258,1918017,4,1219,23.526787316244636
DG026,model.22.m.0.1.ffn.0.conv,47,19.353397369384766,24,1918017,258,1917759,4,1220,23.53707402844396
DG004,model.10.m.0.ffn.0.conv,147,19.360809326171875,24,1917759,258,1917501,4,1221,23.547360740643274
DG026,model.22.m.0.1.ffn.0.conv,63,19.369884490966797,24,1917501,258,1917243,4,1222,23.557647452842602
DG026,model.22.m.0.1.ffn.0.conv,95,19.37612533569336,24,1917243,258,1916985,4,1223,23.567934165041926
DG004,model.10.m.0.ffn.0.conv,85,19.378366470336914,24,1916985,258,1916727,4,1224,23.57822087724125
DG026,model.22.m.0.1.ffn.0.conv,71,19.379117965698242,24,1916727,258,1916469,4,1225,23.588507589440567
DG004,model.10.m.0.ffn.0.conv,112,19.393341064453125,24,1916469,258,1916211,4,1226,23.59879430163989
DG026,model.22.m.0.1.ffn.0.conv,94,19.399126052856445,24,1916211,258,1915953,4,1227,23.609081013839216
DG004,model.10.m.0.ffn.0.conv,107,19.40326690673828,24,1915953,258,1915695,4,1228,23.619367726038544
DG039,model.8.m.0.cv2.conv,37,19.40625762939453,24,1915695,258,1915437,5,1229,23.629654438237857
DG004,model.10.m.0.ffn.0.conv,3,19.40841293334961,24,1915437,258,1915179,4,1230,23.63994115043718
DG026,model.22.m.0.1.ffn.0.conv,45,19.409215927124023,24,1915179,258,1914921,4,1231,23.65022786263651
DG004,model.10.m.0.ffn.0.conv,49,19.411251068115234,24,1914921,258,1914663,4,1232,23.660514574835833
DG004,model.10.m.0.ffn.0.conv,14,19.417495727539062,24,1914663,258,1914405,4,1233,23.67080128703516
DG039,model.8.m.0.cv2.conv,17,19.417926788330078,24,1914405,258,1914147,5,1234,23.681087999234474
DG004,model.10.m.0.ffn.0.conv,122,19.418140411376953,24,1914147,258,1913889,4,1235,23.6913747114338
DG038,model.8.m.0.cv1.conv,20,19.426639556884766,24,1913889,2566,1911323,15,1236,23.793683639741793
DG004,model.10.m.0.ffn.0.conv,184,19.428266525268555,24,1911323,258,1911065,4,1237,23.803970351941118
DG004,model.10.m.0.ffn.0.conv,156,19.43077850341797,24,1911065,258,1910807,4,1238,23.814257064140442
DG004,model.10.m.0.ffn.0.conv,100,19.43248748779297,24,1910807,258,1910549,4,1239,23.82454377633977
DG039,model.8.m.0.cv2.conv,46,19.435251235961914,24,1910549,258,1910291,5,1240,23.834830488539083
DG026,model.22.m.0.1.ffn.0.conv,58,19.435537338256836,24,1910291,258,1910033,4,1241,23.845117200738407
DG039,model.8.m.0.cv2.conv,42,19.440637588500977,24,1910033,258,1909775,5,1242,23.855403912937735
DG026,model.22.m.0.1.ffn.0.conv,56,19.44176483154297,24,1909775,258,1909517,4,1243,23.86569062513706
DG026,model.22.m.0.1.ffn.0.conv,17,19.442054748535156,24,1909517,258,1909259,4,1244,23.875977337336383
DG004,model.10.m.0.ffn.0.conv,214,19.4455623626709,24,1909259,258,1909001,4,1245,23.8862640495357
DG039,model.8.m.0.cv2.conv,51,19.4466495513916,24,1909001,258,1908743,5,1246,23.896550761735025
DG026,model.22.m.0.1.ffn.0.conv,30,19.446903228759766,24,1908743,258,1908485,4,1247,23.90683747393435
DG038,model.8.m.0.cv1.conv,38,19.448894500732422,24,1908485,2566,1905919,15,1248,24.009146402242344
DG039,model.8.m.0.cv2.conv,46,19.44901466369629,24,1905919,258,1905661,5,1249,24.019433114441668
DG004,model.10.m.0.ffn.0.conv,185,19.454483032226562,24,1905661,258,1905403,4,1250,24.029719826640992
DG004,model.10.m.0.ffn.0.conv,139,19.454626083374023,24,1905403,258,1905145,4,1251,24.04000653884031
DG038,model.8.m.0.cv1.conv,16,19.458364486694336,24,1905145,2566,1902579,15,1252,24.14231546714831
DG004,model.10.m.0.ffn.0.conv,169,19.459428787231445,24,1902579,258,1902321,4,1253,24.152602179347625
DG004,model.10.m.0.ffn.0.conv,0,19.46091651916504,24,1902321,258,1902063,4,1254,24.162888891546952
DG026,model.22.m.0.1.ffn.0.conv,16,19.480072021484375,24,1902063,258,1901805,4,1255,24.173175603746277
DG026,model.22.m.0.1.ffn.0.conv,35,19.48459243774414,24,1901805,258,1901547,4,1256,24.183462315945604
DG004,model.10.m.0.ffn.0.conv,134,19.485309600830078,24,1901547,258,1901289,4,1257,24.19374902814493
DG004,model.10.m.0.ffn.0.conv,15,19.490909576416016,24,1901289,258,1901031,4,1258,24.204035740344242
DG004,model.10.m.0.ffn.0.conv,157,19.501020431518555,24,1901031,258,1900773,4,1259,24.21432245254357
DG039,model.8.m.0.cv2.conv,32,19.50371551513672,24,1900773,258,1900515,5,1260,24.224609164742894
DG004,model.10.m.0.ffn.0.conv,4,19.50469970703125,24,1900515,258,1900257,4,1261,24.23489587694222
DG004,model.10.m.0.ffn.0.conv,40,19.510465621948242,24,1900257,258,1899999,4,1262,24.245182589141535
DG026,model.22.m.0.1.ffn.0.conv,14,19.513471603393555,24,1899999,258,1899741,4,1263,24.25546930134086
DG026,model.22.m.0.1.ffn.0.conv,66,19.52297019958496,24,1899741,258,1899483,4,1264,24.265756013540184
DG038,model.8.m.0.cv1.conv,24,19.536720275878906,24,1899483,2566,1896917,15,1265,24.36806494184818
DG038,model.8.m.0.cv1.conv,16,19.53765869140625,24,1896917,2566,1894351,15,1266,24.47037387015617
DG026,model.22.m.0.1.ffn.0.conv,2,19.53878402709961,24,1894351,258,1894093,4,1267,24.480660582355497
DG039,model.8.m.0.cv2.conv,0,19.54147720336914,24,1894093,258,1893835,5,1268,24.49094729455482
DG004,model.10.m.0.ffn.0.conv,104,19.545217514038086,24,1893835,258,1893577,4,1269,24.501234006754146
DG004,model.10.m.0.ffn.0.conv,203,19.548553466796875,24,1893577,258,1893319,4,1270,24.511520718953463
DG004,model.10.m.0.ffn.0.conv,127,19.55130386352539,24,1893319,258,1893061,4,1271,24.521807431152787
DG004,model.10.m.0.ffn.0.conv,173,19.554079055786133,24,1893061,258,1892803,4,1272,24.53209414335211
DG004,model.10.m.0.ffn.0.conv,53,19.560726165771484,24,1892803,258,1892545,4,1273,24.54238085555144
DG004,model.10.m.0.ffn.0.conv,183,19.572853088378906,24,1892545,258,1892287,4,1274,24.552667567750763
DG039,model.8.m.0.cv2.conv,29,19.576778411865234,24,1892287,258,1892029,5,1275,24.562954279950077
DG026,model.22.m.0.1.ffn.0.conv,3,19.576892852783203,24,1892029,258,1891771,4,1276,24.573240992149405
DG038,model.8.m.0.cv1.conv,25,19.577720642089844,24,1891771,2566,1889205,15,1277,24.675549920457396
DG016,model.19.cv2.conv,96,19.585742950439453,24,1889205,1784,1887421,14,1278,24.74667974434729
DG004,model.10.m.0.ffn.0.conv,189,19.58601188659668,24,1887421,258,1887163,4,1279,24.756966456546614
DG026,model.22.m.0.1.ffn.0.conv,82,19.595836639404297,24,1887163,258,1886905,4,1280,24.76725316874594
DG039,model.8.m.0.cv2.conv,18,19.60028839111328,24,1886905,258,1886647,5,1281,24.777539880945266
DG026,model.22.m.0.1.ffn.0.conv,25,19.600841522216797,24,1886647,258,1886389,4,1282,24.78782659314458
DG004,model.10.m.0.ffn.0.conv,181,19.602313995361328,24,1886389,258,1886131,4,1283,24.798113305343904
DG004,model.10.m.0.ffn.0.conv,104,19.608905792236328,24,1886131,258,1885873,4,1284,24.80840001754323
DG004,model.10.m.0.ffn.0.conv,152,19.61273193359375,24,1885873,258,1885615,4,1285,24.818686729742556
DG039,model.8.m.0.cv2.conv,44,19.61275863647461,24,1885615,258,1885357,5,1286,24.82897344194187
DG026,model.22.m.0.1.ffn.0.conv,12,19.614429473876953,24,1885357,258,1885099,4,1287,24.839260154141197
DG026,model.22.m.0.1.ffn.0.conv,46,19.614826202392578,24,1885099,258,1884841,4,1288,24.84954686634052
DG026,model.22.m.0.1.ffn.0.conv,31,19.6202392578125,24,1884841,258,1884583,4,1289,24.85983357853985
DG004,model.10.m.0.ffn.0.conv,151,19.62363052368164,24,1884583,258,1884325,4,1290,24.870120290739173
DG004,model.10.m.0.ffn.0.conv,145,19.6252384185791,24,1884325,258,1884067,4,1291,24.880407002938487
DG026,model.22.m.0.1.ffn.0.conv,45,19.625816345214844,24,1884067,258,1883809,4,1292,24.890693715137814
DG004,model.10.m.0.ffn.0.conv,1,19.626121520996094,24,1883809,258,1883551,4,1293,24.90098042733714
DG039,model.8.m.0.cv2.conv,6,19.628799438476562,24,1883551,258,1883293,5,1294,24.911267139536463
DG004,model.10.m.0.ffn.0.conv,94,19.63567352294922,24,1883293,258,1883035,4,1295,24.92155385173578
DG039,model.8.m.0.cv2.conv,40,19.64134407043457,24,1883035,258,1882777,5,1296,24.931840563935104
DG039,model.8.m.0.cv2.conv,10,19.64869499206543,24,1882777,258,1882519,5,1297,24.94212727613443
DG004,model.10.m.0.ffn.0.conv,87,19.65301513671875,24,1882519,258,1882261,4,1298,24.952413988333756
DG004,model.10.m.0.ffn.0.conv,60,19.653635025024414,24,1882261,258,1882003,4,1299,24.96270070053308
DG039,model.8.m.0.cv2.conv,35,19.653703689575195,24,1882003,258,1881745,5,1300,24.972987412732394
DG004,model.10.m.0.ffn.0.conv,120,19.661396026611328,24,1881745,258,1881487,4,1301,24.98327412493172
DG026,model.22.m.0.1.ffn.0.conv,49,19.666807174682617,24,1881487,258,1881229,4,1302,24.993560837131046
DG004,model.10.m.0.ffn.0.conv,8,19.669612884521484,24,1881229,258,1880971,4,1303,25.00384754933037
DG026,model.22.m.0.1.ffn.0.conv,12,19.672155380249023,24,1880971,258,1880713,4,1304,25.014134261529687
DG026,model.22.m.0.1.ffn.0.conv,71,19.680004119873047,24,1880713,258,1880455,4,1305,25.02442097372901
DG004,model.10.m.0.ffn.0.conv,99,19.69900894165039,24,1880455,258,1880197,4,1306,25.034707685928336
DG004,model.10.m.0.ffn.0.conv,143,19.70621109008789,24,1880197,258,1879939,4,1307,25.044994398127663
DG004,model.10.m.0.ffn.0.conv,50,19.707971572875977,24,1879939,258,1879681,4,1308,25.055281110326977
DG004,model.10.m.0.ffn.0.conv,2,19.712505340576172,24,1879681,258,1879423,4,1309,25.0655678225263
DG004,model.10.m.0.ffn.0.conv,57,19.71763801574707,24,1879423,258,1879165,4,1310,25.07585453472563
DG004,model.10.m.0.ffn.0.conv,109,19.72179412841797,24,1879165,258,1878907,4,1311,25.086141246924953
DG026,model.22.m.0.1.ffn.0.conv,35,19.72335433959961,24,1878907,258,1878649,4,1312,25.096427959124277
DG004,model.10.m.0.ffn.0.conv,133,19.723928451538086,24,1878649,258,1878391,4,1313,25.106714671323594
DG004,model.10.m.0.ffn.0.conv,122,19.73124122619629,24,1878391,258,1878133,4,1314,25.11700138352292
DG004,model.10.m.0.ffn.0.conv,123,19.734725952148438,24,1878133,258,1877875,4,1315,25.127288095722243
DG026,model.22.m.0.1.ffn.0.conv,17,19.73819351196289,24,1877875,258,1877617,4,1316,25.13757480792157
DG026,model.22.m.0.1.ffn.0.conv,5,19.74901580810547,24,1877617,258,1877359,4,1317,25.147861520120884
DG026,model.22.m.0.1.ffn.0.conv,65,19.750213623046875,24,1877359,258,1877101,4,1318,25.158148232320208
DG004,model.10.m.0.ffn.0.conv,93,19.753154754638672,24,1877101,258,1876843,4,1319,25.168434944519536
DG004,model.10.m.0.ffn.0.conv,68,19.75780487060547,24,1876843,258,1876585,4,1320,25.17872165671886
DG026,model.22.m.0.1.ffn.0.conv,13,19.75967025756836,24,1876585,258,1876327,4,1321,25.189008368918174
DG004,model.10.m.0.ffn.0.conv,163,19.76544761657715,24,1876327,258,1876069,4,1322,25.1992950811175
DG004,model.10.m.0.ffn.0.conv,29,19.76676368713379,24,1876069,258,1875811,4,1323,25.209581793316826
DG004,model.10.m.0.ffn.0.conv,59,19.771427154541016,24,1875811,258,1875553,4,1324,25.219868505516153
DG039,model.8.m.0.cv2.conv,2,19.777612686157227,24,1875553,258,1875295,5,1325,25.230155217715478
DG026,model.22.m.0.1.ffn.0.conv,44,19.778900146484375,24,1875295,258,1875037,4,1326,25.24044192991479
DG004,model.10.m.0.ffn.0.conv,73,19.785541534423828,24,1875037,258,1874779,4,1327,25.25072864211412
DG004,model.10.m.0.ffn.0.conv,71,19.78959846496582,24,1874779,258,1874521,4,1328,25.261015354313443
DG038,model.8.m.0.cv1.conv,7,19.789737701416016,24,1874521,2566,1871955,15,1329,25.363324282621434
DG004,model.10.m.0.ffn.0.conv,99,19.792762756347656,24,1871955,258,1871697,4,1330,25.373610994820762
DG004,model.10.m.0.ffn.0.conv,163,19.795150756835938,24,1871697,258,1871439,4,1331,25.383897707020086
DG004,model.10.m.0.ffn.0.conv,110,19.796390533447266,24,1871439,258,1871181,4,1332,25.3941844192194
DG004,model.10.m.0.ffn.0.conv,146,19.797266006469727,24,1871181,258,1870923,4,1333,25.404471131418727
DG004,model.10.m.0.ffn.0.conv,141,19.799949645996094,24,1870923,258,1870665,4,1334,25.41475784361805
DG004,model.10.m.0.ffn.0.conv,142,19.80238914489746,24,1870665,258,1870407,4,1335,25.42504455581738
DG039,model.8.m.0.cv2.conv,1,19.807903289794922,24,1870407,258,1870149,5,1336,25.435331268016704
DG039,model.8.m.0.cv2.conv,34,19.809165954589844,24,1870149,258,1869891,5,1337,25.445617980216017
DG004,model.10.m.0.ffn.0.conv,141,19.812639236450195,24,1869891,258,1869633,4,1338,25.455904692415345
DG026,model.22.m.0.1.ffn.0.conv,7,19.81406593322754,24,1869633,258,1869375,4,1339,25.46619140461467
DG004,model.10.m.0.ffn.0.conv,24,19.817867279052734,24,1869375,258,1869117,4,1340,25.476478116813993
DG004,model.10.m.0.ffn.0.conv,106,19.81793785095215,24,1869117,258,1868859,4,1341,25.48676482901331
DG026,model.22.m.0.1.ffn.0.conv,42,19.823827743530273,24,1868859,258,1868601,4,1342,25.497051541212635
DG004,model.10.m.0.ffn.0.conv,53,19.829809188842773,24,1868601,258,1868343,4,1343,25.50733825341196
DG004,model.10.m.0.ffn.0.conv,133,19.832868576049805,24,1868343,258,1868085,4,1344,25.517624965611287
DG004,model.10.m.0.ffn.0.conv,101,19.847789764404297,24,1868085,258,1867827,4,1345,25.5279116778106
DG004,model.10.m.0.ffn.0.conv,123,19.849170684814453,24,1867827,258,1867569,4,1346,25.538198390009924
DG004,model.10.m.0.ffn.0.conv,120,19.880451202392578,24,1867569,258,1867311,4,1347,25.548485102209252
DG004,model.10.m.0.ffn.0.conv,95,19.886911392211914,24,1867311,258,1867053,4,1348,25.558771814408576
DG039,model.8.m.0.cv2.conv,13,19.889942169189453,24,1867053,258,1866795,5,1349,25.5690585266079
DG004,model.10.m.0.ffn.0.conv,48,19.89896583557129,24,1866795,258,1866537,4,1350,25.579345238807218
DG004,model.10.m.0.ffn.0.conv,31,19.906204223632812,24,1866537,258,1866279,4,1351,25.58963195100654
DG004,model.10.m.0.ffn.0.conv,30,19.906696319580078,24,1866279,258,1866021,4,1352,25.599918663205866
DG039,model.8.m.0.cv2.conv,25,19.912986755371094,24,1866021,258,1865763,5,1353,25.610205375405194
DG004,model.10.m.0.ffn.0.conv,94,19.928478240966797,24,1865763,258,1865505,4,1354,25.620492087604507
DG004,model.10.m.0.ffn.0.conv,147,19.931673049926758,24,1865505,258,1865247,4,1355,25.63077879980383
DG026,model.22.m.0.1.ffn.0.conv,15,19.93476104736328,24,1865247,258,1864989,4,1356,25.64106551200316
DG004,model.10.m.0.ffn.0.conv,87,19.950841903686523,24,1864989,258,1864731,4,1357,25.651352224202483
DG004,model.10.m.0.ffn.0.conv,114,19.953508377075195,24,1864731,258,1864473,4,1358,25.661638936401797
DG004,model.10.m.0.ffn.0.conv,62,19.954805374145508,24,1864473,258,1864215,4,1359,25.671925648601125
DG004,model.10.m.0.ffn.0.conv,33,19.957998275756836,24,1864215,258,1863957,4,1360,25.68221236080045
DG004,model.10.m.0.ffn.0.conv,34,19.965362548828125,24,1863957,258,1863699,4,1361,25.692499072999773
DG004,model.10.m.0.ffn.0.conv,33,19.96700668334961,24,1863699,258,1863441,4,1362,25.7027857851991
DG004,model.10.m.0.ffn.0.conv,109,19.967269897460938,24,1863441,258,1863183,4,1363,25.713072497398414
DG004,model.10.m.0.ffn.0.conv,132,19.968793869018555,24,1863183,258,1862925,4,1364,25.72335920959774
DG004,model.10.m.0.ffn.0.conv,75,19.989971160888672,24,1862925,258,1862667,4,1365,25.733645921797066
DG039,model.8.m.0.cv2.conv,23,20.001258850097656,24,1862667,258,1862409,5,1366,25.74393263399639
DG026,model.22.m.0.1.ffn.0.conv,43,20.003801345825195,24,1862409,258,1862151,4,1367,25.754219346195704
DG004,model.10.m.0.ffn.0.conv,14,20.00635528564453,24,1862151,258,1861893,4,1368,25.764506058395032
DG004,model.10.m.0.ffn.0.conv,77,20.007320404052734,24,1861893,258,1861635,4,1369,25.774792770594356
DG004,model.10.m.0.ffn.0.conv,17,20.01068878173828,24,1861635,258,1861377,4,1370,25.785079482793684
DG004,model.10.m.0.ffn.0.conv,22,20.011720657348633,24,1861377,258,1861119,4,1371,25.795366194993008
DG026,model.22.m.0.1.ffn.0.conv,39,20.015396118164062,24,1861119,258,1860861,4,1372,25.80565290719232
DG004,model.10.m.0.ffn.0.conv,78,20.018259048461914,24,1860861,258,1860603,4,1373,25.81593961939165
DG004,model.10.m.0.ffn.0.conv,119,20.01834487915039,24,1860603,258,1860345,4,1374,25.826226331590973
DG004,model.10.m.0.ffn.0.conv,129,20.02340316772461,24,1860345,258,1860087,4,1375,25.836513043790298
DG004,model.10.m.0.ffn.0.conv,101,20.026119232177734,25,1860087,258,1859829,4,1376,25.846799755989615
DG004,model.10.m.0.ffn.0.conv,68,20.033035278320312,25,1859829,258,1859571,4,1377,25.85708646818894
DG004,model.10.m.0.ffn.0.conv,14,20.037307739257812,25,1859571,258,1859313,4,1378,25.867373180388263
DG004,model.10.m.0.ffn.0.conv,101,20.038904190063477,25,1859313,258,1859055,4,1379,25.87765989258759
DG026,model.22.m.0.1.ffn.0.conv,63,20.047277450561523,25,1859055,258,1858797,4,1380,25.887946604786904
DG004,model.10.m.0.ffn.0.conv,76,20.04783058166504,25,1858797,258,1858539,4,1381,25.89823331698623
DG004,model.10.m.0.ffn.0.conv,30,20.0545654296875,25,1858539,258,1858281,4,1382,25.908520029185556
DG039,model.8.m.0.cv2.conv,14,20.056407928466797,25,1858281,258,1858023,5,1383,25.91880674138488
DG026,model.22.m.0.1.ffn.0.conv,2,20.058351516723633,25,1858023,258,1857765,4,1384,25.92909345358421
DG004,model.10.m.0.ffn.0.conv,129,20.059497833251953,25,1857765,258,1857507,4,1385,25.939380165783522
DG004,model.10.m.0.ffn.0.conv,111,20.060131072998047,25,1857507,258,1857249,4,1386,25.949666877982846
DG004,model.10.m.0.ffn.0.conv,14,20.062789916992188,25,1857249,258,1856991,4,1387,25.959953590182174
DG004,model.10.m.0.ffn.0.conv,66,20.06568145751953,25,1856991,258,1856733,4,1388,25.970240302381498
DG004,model.10.m.0.ffn.0.conv,33,20.06589698791504,25,1856733,258,1856475,4,1389,25.98052701458081
DG004,model.10.m.0.ffn.0.conv,95,20.067323684692383,25,1856475,258,1856217,4,1390,25.99081372678014
DG004,model.10.m.0.ffn.0.conv,1,20.070737838745117,25,1856217,258,1855959,4,1391,26.001100438979464
DG039,model.8.m.0.cv2.conv,12,20.078479766845703,25,1855959,258,1855701,5,1392,26.011387151178788
DG026,model.22.m.0.1.ffn.0.conv,58,20.07876968383789,25,1855701,258,1855443,4,1393,26.021673863378105
DG039,model.8.m.0.cv2.conv,30,20.08283042907715,25,1855443,258,1855185,5,1394,26.03196057557743
DG026,model.22.m.0.1.ffn.0.conv,47,20.090049743652344,25,1855185,258,1854927,4,1395,26.042247287776753
DG004,model.10.m.0.ffn.0.conv,3,20.096755981445312,25,1854927,258,1854669,4,1396,26.05253399997608
DG026,model.22.m.0.1.ffn.0.conv,18,20.101879119873047,25,1854669,258,1854411,4,1397,26.062820712175405
DG004,model.10.m.0.ffn.0.conv,80,20.102947235107422,25,1854411,258,1854153,4,1398,26.07310742437472
DG004,model.10.m.0.ffn.0.conv,81,20.109954833984375,25,1854153,258,1853895,4,1399,26.083394136574046
DG004,model.10.m.0.ffn.0.conv,104,20.110095977783203,25,1853895,258,1853637,4,1400,26.09368084877337
DG039,model.8.m.0.cv2.conv,12,20.1102294921875,25,1853637,258,1853379,5,1401,26.103967560972695
DG004,model.10.m.0.ffn.0.conv,43,20.11495590209961,25,1853379,258,1853121,4,1402,26.114254273172012
DG026,model.22.m.0.1.ffn.0.conv,47,20.120723724365234,25,1853121,258,1852863,4,1403,26.124540985371336
DG004,model.10.m.0.ffn.0.conv,118,20.1216983795166,25,1852863,258,1852605,4,1404,26.13482769757066
DG004,model.10.m.0.ffn.0.conv,11,20.12445068359375,25,1852605,258,1852347,4,1405,26.145114409769988
DG026,model.22.m.0.1.ffn.0.conv,11,20.127914428710938,25,1852347,258,1852089,4,1406,26.155401121969312
DG004,model.10.m.0.ffn.0.conv,89,20.128223419189453,25,1852089,258,1851831,4,1407,26.165687834168626
DG004,model.10.m.0.ffn.0.conv,47,20.134471893310547,25,1851831,258,1851573,4,1408,26.175974546367954
DG026,model.22.m.0.1.ffn.0.conv,41,20.135299682617188,25,1851573,258,1851315,4,1409,26.186261258567278
DG004,model.10.m.0.ffn.0.conv,16,20.151683807373047,25,1851315,258,1851057,4,1410,26.196547970766602
DG004,model.10.m.0.ffn.0.conv,81,20.15208625793457,25,1851057,258,1850799,4,1411,26.20683468296592
DG004,model.10.m.0.ffn.0.conv,91,20.15251922607422,25,1850799,258,1850541,4,1412,26.217121395165243
DG038,model.8.m.0.cv1.conv,22,20.162134170532227,25,1850541,2566,1847975,15,1413,26.319430323473235
DG004,model.10.m.0.ffn.0.conv,11,20.163925170898438,25,1847975,258,1847717,4,1414,26.329717035672562
DG004,model.10.m.0.ffn.0.conv,44,20.168283462524414,25,1847717,258,1847459,4,1415,26.340003747871886
DG004,model.10.m.0.ffn.0.conv,87,20.177303314208984,25,1847459,258,1847201,4,1416,26.350290460071214
DG004,model.10.m.0.ffn.0.conv,83,20.17759132385254,25,1847201,258,1846943,4,1417,26.360577172270528
DG038,model.8.m.0.cv1.conv,10,20.17959213256836,25,1846943,2566,1844377,15,1418,26.46288610057853
DG004,model.10.m.0.ffn.0.conv,53,20.18008041381836,25,1844377,258,1844119,4,1419,26.473172812777847
DG004,model.10.m.0.ffn.0.conv,63,20.18569564819336,25,1844119,258,1843861,4,1420,26.48345952497717
DG004,model.10.m.0.ffn.0.conv,85,20.185699462890625,25,1843861,258,1843603,4,1421,26.493746237176495
DG031,model.6.cv2.conv,122,20.186866760253906,25,1843603,2626,1840977,6,1422,26.598447424135497
DG038,model.8.m.0.cv1.conv,24,20.188644409179688,25,1840977,2566,1838411,15,1423,26.700756352443488
DG038,model.8.m.0.cv1.conv,23,20.190988540649414,25,1838411,2566,1835845,15,1424,26.803065280751493
DG004,model.10.m.0.ffn.0.conv,40,20.193506240844727,25,1835845,258,1835587,4,1425,26.813351992950807
DG004,model.10.m.0.ffn.0.conv,39,20.19759750366211,25,1835587,258,1835329,4,1426,26.82363870515013
DG026,model.22.m.0.1.ffn.0.conv,39,20.20258140563965,25,1835329,258,1835071,4,1427,26.83392541734946
DG004,model.10.m.0.ffn.0.conv,100,20.20949363708496,25,1835071,258,1834813,4,1428,26.844212129548783
DG039,model.8.m.0.cv2.conv,20,20.21050453186035,25,1834813,258,1834555,5,1429,26.854498841748097
DG004,model.10.m.0.ffn.0.conv,20,20.214508056640625,25,1834555,258,1834297,4,1430,26.864785553947424
DG026,model.22.m.0.1.ffn.0.conv,6,20.22261619567871,25,1834297,258,1834039,4,1431,26.87507226614675
DG004,model.10.m.0.ffn.0.conv,58,20.22538185119629,25,1834039,258,1833781,4,1432,26.885358978346076
DG004,model.10.m.0.ffn.0.conv,91,20.23065948486328,25,1833781,258,1833523,4,1433,26.8956456905454
DG004,model.10.m.0.ffn.0.conv,10,20.231849670410156,25,1833523,258,1833265,4,1434,26.905932402744714
DG004,model.10.m.0.ffn.0.conv,77,20.23430633544922,25,1833265,258,1833007,4,1435,26.91621911494404
DG038,model.8.m.0.cv1.conv,22,20.240537643432617,25,1833007,2566,1830441,15,1436,27.018528043252033
DG004,model.10.m.0.ffn.0.conv,18,20.24091339111328,25,1830441,258,1830183,4,1437,27.028814755451357
