ratio_percent,group_id,group_kind,representative_root,parameters_removed,gflops_removed,gen2_pruned_map50_95,gen2_AD_map50_95,gen2_NAD_map50_95,ngn2_pruned_map50_95,ngn2_AD_map50_95,ngn2_NAD_map50_95,directional_NAD_difference_GEN2_minus_NGN2
25.0,DG023,GENERIC,model.20.conv,45120,0.036147200000001156,0.2682571199808389,0.02413032925548475,0.08252860825083258,0.2320010050157953,0.02360712201698162,0.09235669573978159,-0.009828087488949006
25.0,DG024,GENERIC,model.22.cv2.conv,52736,0.042496000000000755,0.24743086028559785,0.044956588950725795,0.15375690395790348,0.223251255752756,0.032356871280020905,0.12658780319559929,0.027169100762304194
25.0,DG025,GENERIC,model.22.m.0.0.cv1.conv,36896,0.029542399999999525,0.2887790690066794,0.00360838022964427,0.012341091380867647,0.25254230215530016,0.0030658248774767527,0.011994238653779653,0.0003468527270879939
25.0,DG026,GENERIC,model.22.m.0.1.ffn.0.conv,16512,0.01331199999999999,0.292440465055548,-5.301581922434462e-05,-0.00018132043411170603,0.2556850498607336,-7.692282795668248e-05,-0.00030094046245571286,0.00011962002834400683
25.0,DG027,GENERIC,model.3.conv,10272,0.13189120000000099,0.0,0.29238744923632365,1.0,0.1873837038774833,0.06822442315529362,0.26691022678846643,0.7330897732115336
25.0,DG028,GENERIC,model.4.cv2.conv,42048,0.18513919999999917,0.21235420603403063,0.08003324320229302,0.2737232511563988,0.2038036399165401,0.05180448711623681,0.20267151798969937,0.07105173316669941
25.0,DG029,GENERIC,model.4.m.0.cv1.conv,2312,0.02969600000000039,0.2732118405366612,0.01917560869966245,0.06558287214361129,0.23598406935509952,0.019624057677677387,0.07677399739000072,-0.011191125246389433
25.0,DG030,GENERIC,model.5.conv,41024,0.13148159999999987,0.15927367062427072,0.13311377861205292,0.4552650223521155,0.18960398236671888,0.06600414466605803,0.2582239674155362,0.1970410549365793
25.0,DG031,GENERIC,model.6.cv2.conv,84032,0.0921599999999998,0.23562474273672243,0.05676270649960122,0.19413523613225434,0.22457395357340115,0.031034173459375758,0.12141309362748162,0.07272214250477271
25.0,DG032,GENERIC,model.6.m.0.cv1.conv,10288,0.03307519999999986,0.2276068884203293,0.06478056081599434,0.2215572555702797,0.1892534169827273,0.06635471005004961,0.2595954628685999,-0.03803820729832022
25.0,DG033,GENERIC,model.6.m.0.cv2.conv,1040,0.0033792000000003597,0.2914049031744498,0.000982546061873868,0.003360424889782872,0.2539987984821219,0.001609328550654987,0.006296077395256768,-0.002935652505473896
25.0,DG034,GENERIC,model.6.m.0.m.0.cv1.conv,4624,0.014848000000000638,0.2906457702102468,0.0017416790260768589,0.005956750300417779,0.25419218722748654,0.0014159398052903671,0.0055394944664994925,0.00041725583391828604
25.0,DG035,GENERIC,model.6.m.0.m.1.cv1.conv,4624,0.014848000000000638,0.2847437336976172,0.007643715538706464,0.02614242013010754,0.2515964815757894,0.0040116454569875115,0.015694514503731306,0.010447905626376233
25.0,DG036,GENERIC,model.7.conv,90240,0.07229440000000054,0.2617013379245442,0.03068611131177945,0.10495016592513602,0.24223609123172243,0.013372035801054477,0.052314595612759085,0.052635570312376936
25.0,DG037,GENERIC,model.8.cv2.conv,82176,0.06594560000000005,0.2585370651917778,0.03385038404454582,0.11577235662118342,0.22445596414455846,0.031152162888218454,0.12187469643413873,-0.0061023398129553125
25.0,DG038,GENERIC,model.8.m.0.cv1.conv,41056,0.032921599999999884,0.28447457775421686,0.007912871482106787,0.02706296560530944,0.25415774897002924,0.0014503780627476703,0.005674225149193659,0.02138874045611578
25.0,DG039,GENERIC,model.8.m.0.cv2.conv,4128,0.0033280000000006638,0.29142227102063956,0.0009651782156840927,0.003301024781347514,0.25572851743179964,-0.00012039039902272952,-0.0004709959750508705,0.0037720207563983845
25.0,DG040,GENERIC,model.8.m.0.m.0.cv1.conv,18464,0.014796800000000054,0.290541475444137,0.0018459737921866504,0.00631345085778505,0.251814558108134,0.003793568924642887,0.014841347059972133,-0.008527896202187083
25.0,DG041,GENERIC,model.8.m.0.m.1.cv1.conv,18464,0.014796800000000054,0.2860314198636408,0.00635602937268287,0.021738379637306446,0.2538580083508968,0.0017501186818801306,0.006846881991571852,0.014891497645734594
25.0,DG042,GENERIC,model.9.cv1.conv,41024,0.03287040000000019,0.27825067254506824,0.014136776691255404,0.04834946482203236,0.25051940035085735,0.005088726681919564,0.019908313327091635,0.028441151494940725
25.0,CDG001,CUSTOM,model.2,1624,0.08437759999999983,0.12308238965909277,0.16930505957723088,0.579043526045433,0.15110590435735236,0.10450222267542456,0.40883763708351933,0.17020588896191363
25.0,CDG002,CUSTOM,model.4,6448,0.08314880000000002,0.022864686460462372,0.2695227627758613,0.9218000412802198,0.03414652060677184,0.22146160642600507,0.8664106614951519,0.05538937978506786
25.0,CDG003,CUSTOM,model.6,12384,0.03993599999999997,0.23279732549051532,0.05959012374580833,0.20380534082926488,0.21695334518855744,0.03865478184421947,0.15122673247107954,0.05257860835818534
25.0,CDG004,CUSTOM,model.8,49344,0.03962880000000002,0.26690938376149337,0.02547806547483028,0.08713802709854862,0.2482295923360715,0.007378534696705408,0.02886658879887356,0.05827143829967506
25.0,CDG005,CUSTOM,model.10,71392,0.057472000000000634,0.2749849855138928,0.017402463722430872,0.05951850453185917,0.237987510650455,0.017620616382321902,0.06893605687295846,-0.009417552341099297
25.0,CDG006,CUSTOM,model.13,20576,0.06615040000000061,0.24791080779367947,0.04447664144264418,0.1521154261539308,0.2160752729119153,0.039532854120861605,0.15466196079044178,-0.002546534636510972
25.0,CDG007,CUSTOM,model.16,6192,0.07987200000000083,0.11024277998401194,0.1821446692523117,0.6229565247347274,0.11790626543302095,0.13770186159975595,0.5387225484504969,0.08423397628423046
25.0,CDG008,CUSTOM,model.19,14432,0.04648960000000013,0.1990906148343455,0.09329683440197814,0.3190863173014328,0.2023176532634804,0.05329047376929652,0.2084850524430431,0.11060126485838967
25.0,CDG009,CUSTOM,model.22,124704,0.10017280000000017,0.2707632410481525,0.021624208188171123,0.07395737486219268,0.2283738432296433,0.027234283803133613,0.10654701835689806,-0.032589643494705375
